"","m","b","A"
"SOW__S105.SOW__22.05",0,0,0
"SOW__S105.SOW__21.8",0,0,0
"SOW__S105.SOW__21.6",0,0,0
"SOW__S105.SOW__21.2",0,0,0
"SOW__S106.SOW__21.2",0,0,0
"SOW__S106.SOW__20.7",0,0,0
"SOW__S106.SOW__20.41",0,0,0
"SOW__S106.SOW__20.2",0,0,0
"SOW__S106.SOW__19.65",0,0,0
"SOW__S106.SOW__19.3",0,0,0
"SOW__S106.SOW__19.11",0,0,0
"SOW__S106.SOW__18.7",0,0,0
"SOW__S106.SOW__18.45",0,0,0
"SOW__S106.SOW__18.2",0,0,0
"SOW__S106.SOW__18.1",0,0,0
"SOW__S106.SOW__18",0,0,0
"SOW__S107.SOW__17.8",0,0,0
"SOW__S107.SOW__17.65",0,0,0
"SOW__S107.SOW__17.56",0,0,0
"SOW__S301.SOW__17.54",0,0,0
"SOW__S107.SOW__17.52",0,0,0
"SOW__S107.SOW__17.5",0,0,0
"SOW__S301.SOW__17.26",0,0,0
"SOW__S301.SOW__17",0,0,0
"SOW__S301.SOW__16.8",0,0,0
"SOW__S301.SOW__16.65",0,0,0
"SOW__S301.SOW__16.55",-0.666666666666667,3.5,1.5
"SOW__S301.SOW__16.3",-0.461864406779661,13.0665254237288,10.5
"SOW__S303.SOW__16.3",0,0,0
"SOW__S303.SOW__16.15",0,0,0
"SOW__S303.SOW__16.13",0,0,0
"SOW__S303.SOW__16.1",0,0,0
"SOW__S303.SOW__15.8",0,0,0
"SOW__S303.SOW__15.56",0,0,0
"SOW__S303.SOW__15.4",0,0,0
"SOW__S303.SOW__15.3",0,0,0
"SOW__S303.SOW__15.1",0,0,0
"SOW__S303.SOW__14.75",0,0,0
"SOW__S303.SOW__14.6",0,0,0
"SOW__S303.SOW__14.5",0,0,0
"SOW__S304.SOW__14.5",0,0,0
"SOW__S304.SOW__13.4",-1.02460282436011,20.7582744924978,20.2598255626144
"SOW__S304.SOW__12.79",-2.00445244410762,45.6913129973475,22.7949099673898
"SOW__S304.SOW__12.5",-2.33080712391057,54.1051061007957,23.2130344659405
"BSSK__S307.BSSK__12.2",0,0,0
"SOW__S304.SOW__12.2",-2.8688897309587,64.2175066312997,22.3840972130498
"SOW__S304.SOW__12.1",-3.14427813565745,69.4174403183024,22.0773854358109
"SOW__S304.SOW__12",-3.30210306934445,72.5978116710875,21.9853257595318
"SOW__S304.SOW__11.8",-3.84795377036756,81.8338859416446,21.2668578743938
"BSSK__S307.BSSK__11.75",-0.676522506619594,18.4057811120918,27.206457925636
"BSSK__S307.BSSK__11.59",-0.836491095111785,23.1498673740053,27.6749716874292
"BSSK__S307.BSSK__11.5",-0.982284956422887,26.2042440318302,26.6768251518951
"SOW__S304.SOW__11.48",-3.93915804327375,92.1828786453433,23.4016705175739
"SOW__S304.SOW__11.2",-4.13889934148636,98.2192380056444,23.7307626743036
"BSSK__S307.BSSK__10.9",-1.53181723346547,47.7504433548926,31.1724155543449
"SOW__S304.SOW__10.9",-4.41140639698965,102.355973659454,23.202571798713
"BSSK__S307.BSSK__10.8",-1.70949822658043,52.8720790736491,30.9284199606401
"LwKo__S107.LwK__10.74",0,0,0
"BSSK__S307.BSSK__10.7",-1.81407782182349,56.3561182975172,31.0659871476013
"LwKo__S107.LwK__10.698",0,0,0
"LwKo__S107.LwK__10.655",0,0,0
"BSSK__S307.BSSK__10.6",-1.90027122887544,59.3732005007302,31.2445926657883
"LwKo__S107.LwK__10.57",0,0,0
"BSSK__S307.BSSK__10.54",-1.90321823492593,59.432975172126,31.2276196609891
"BSSK__S309.BSSK__10.54",-0.0651658767772512,4.13744075829384,15
"Lwk__S202.Lwk__10.5",0,0,0
"SOW__S304.SOW__10.28",-5.88116180620884,137.365804327375,23.3569163464192
"Lwk__S202.Lwk__10.27",0,0,0
"Lwk__S202.Lwk__10.1",0,0,0
"Lwk__S202.Lwk__10.05",0,0,0
"SOW__S304.SOW__10.05",-6.05404515522107,142.945108184384,23.6115034690659
"BSSK__S309.BSSK__10",-0.306818181818182,6.92045454545454,22.5555555555556
"Lwk__S202.Lwk__9.9",0,0,0
"BSSK__S309.BSSK__9.85",-0.436120917917034,8.64331421006178,19.818618770554
"SOW__S304.SOW__9.85",-6.17850423330197,147.412041392286,23.8588557725248
"BSSK__S309.BSSK__9.75",-0.544902912621359,9.91868932038835,18.2026726057906
"BSSK__S309.BSSK__9.5",-1.1418799646955,17.8358340688438,15.6197101449275
"Lwk__S202.Lwk__9.5",0,0,0
"Lwk__S203.Lwk__9.5",0,0,0
"Lwk__S203.Lwk__9.37",0,0,0
"BSSK__S309.BSSK__9.2",-2.35183142100618,42.2326787290379,17.9573579772013
"Lwk__S203.Lwk__9.2",0,0,0
"SOW__S304.SOW__9.1",-7.13007996237065,170.79967074318,23.9548043843244
"SOW__S305.SOW__8.95",-2.81523988711195,68.749012229539,24.4203034150906
"BSSK__S309.BSSK__8.8",-2.69884425918909,58.4721485411141,21.6656253290744
"SOW__S305.SOW__8.75",-3.15580903104421,78.3290216368768,24.8205835227484
"BSSK__S309.BSSK__8.7",-2.71324365289883,60.7105437665782,22.3756328340491
"Lwk__S203.Lwk__8.7",-0.375331564986737,11.7682360742706,31.3542402826855
"BSSK__S309.BSSK__8.6",-2.73067449791588,60.9728116710875,22.3288464874241
"BSSK__S310.BSSK__8.6",-10.3040260628243,395.30641917709,38.3642681770099
"SOW__S305.SOW__8.29",-4.03080012518256,110.788441477154,27.4854713794911
"Lwk__S203.Lwk__8.1",-0.72071249739203,25.129407469226,34.8674506965804
"SOW__S305.SOW__8.1",-4.39051742123931,124.058105570624,28.2559192159192
"BSSK__S310.BSSK__8.025",0,0,0
"SOW__S305.SOW__7.9",-4.71025453786773,136.081003546839,28.890371518742
"Lwk__S203.Lwk__7.7",-1.22329438764865,40.2348737742541,32.8905896900183
"BSSK__S310.BSSK__7.45",0,0,0
"SOW__S305.SOW__7.3",-5.95031817233465,177.788754433549,29.8788651773544
"SOW__S305.SOW__7.2",-6.17223033590653,183.982317963697,29.8080771375936
"Lwk__S203.Lwk__7",-1.64586375964949,57.871192363864,35.1615934335832
"Lwk__S203.Lwk__6.6",-1.87299186313374,69.6263039849781,37.1738422122588
"SOW__S305.SOW__6.6",-7.57388378885875,228.271828708533,30.1393360490061
"SOW__S306.SOW__6.6",-5.38269351137075,149.715783434175,27.8142872370321
"SOW__S306.SOW__6.48",-5.6076309200918,155.745044857083,27.7737688297313
"SOW__S306.SOW__6.4",-5.61263822240768,155.904131024411,27.7773348016598
"SOW__S501.SOW__6.4",-5.73492593365324,160.172126017108,27.9292405638927
"Lwk__S203.Lwk__6.37",-1.92713331942416,73.1901731692051,37.9787804151893
"SOW__S306.SOW__6.36",-5.73492593365324,160.172126017108,27.9292405638927
"SOW__S306.SOW__6.34",-5.73492593365324,160.172126017108,27.9292405638927
"SOW__S501.SOW__6.2",-5.5504642186522,156.095477780096,28.1229590230563
"Lwk__S203.Lwk__6.1",-2.41586688921344,85.8322292927186,35.5285424358227
"SOW__S501.SOW__6.1",-5.53552055080325,155.644142499478,28.1173452561554
"SOW__S501.SOW__6",-5.55176820363029,156.860864802838,28.2542172240308
"SOW__S501.SOW__5.9",-5.57782182349259,158.118297517213,28.3476780938488
"Lwk__S203.Lwk__5.87",-2.77738368453995,95.5731274775715,34.4112079326923
"SOW__S501.SOW__5.8",-5.62906843313165,159.848007510953,28.3968847438624
"SOW__S501.SOW__5.7",-5.72099937408721,162.432792614229,28.3923807700373
"Lwk__S203.Lwk__5.6",-3.20975902357605,107.875156478197,33.6084907576681
"SOW__S501.SOW__5.6",-5.80474128938034,164.970947214688,28.4200344150564
"SOW__S501.SOW__5.5",-5.89338618819111,167.341957020655,28.3948737919071
"Lwk__S203.Lwk__5.46",-3.41761422908408,114.202847903192,33.4159563508718
"SOW__S501.SOW__5.4",-5.9403035677029,168.720582098894,28.4026868620349
"Lwk__S203.Lwk__5.3",-3.69207698727311,122.766508449823,33.251340335808
"SOW__S501.SOW__5.3",-6.12207907364907,173.365533069059,28.3180813222859
"SOW__S501.SOW__5.2",-6.27871374921761,177.513822240768,28.2723228563952
"Lwk__S203.Lwk__5.15",-3.96354058001252,130.794778844148,32.9994801879219
"SOW__S501.SOW__5.1",-6.2926663884832,177.803463384102,28.2556634035957
"Lwk__S203.Lwk__4.85",-4.89367306488629,157.520342165658,32.1885708499651
"Lwk__S203.Lwk__4.7",-5.14479449196745,164.808575005216,32.0340443651405
"SOW__S501.SOW__4.6",-6.09769455455873,173.202795743793,28.4046362431034
"SOW__S501.SOW__4.5",-5.98677759232214,170.743975589401,28.520180173116
"SOW__S501.SOW__4.4",-5.90866889213436,169.197292927185,28.6354331264731
"SOW__S501.SOW__4.3",-5.87307010223242,168.652227206343,28.7161951535767
"SOW__S501.SOW__4.2",-5.77219382432714,166.56188712706,28.8559068174528
"Lwk__S203.Lwk__4.15",-6.01802107239725,195.887648654288,32.5501765942233
"SOW__S501.SOW__4.1",-5.68203630294179,164.523028374713,28.9549414335022
"Pa2__Panke.2__4.086",0,0,0
"Pa2__Panke.2__4.0527",0,0,0
"SOW__S501.SOW__4",-5.68986021281035,164.615350511162,28.9313523275214
"UHW__S504.UHW__4",-0.602383053839365,16.2003530450132,26.8937728937729
"Pa2__Panke.2__3.995",0,0,0
"Pa2__Panke.2__3.95",0,0,0
"Pa2__Panke.2__3.919",0,0,0
"SOW__S501.SOW__3.9",-5.81924160233674,168.067050907574,28.8812636409675
"UHW__S504.UHW__3.9",-0.602383053839365,16.2003530450132,26.8937728937729
"Pa2__Panke.2__3.891",0,0,0
"Pa2__Panke.2__3.861",0,0,0
"Pa2__Panke.2__3.823",0,0,0
"SOW__S501.SOW__3.8",-5.85241498017943,168.933496766117,28.865604598828
"UHW__S504.UHW__3.8",-0.594218887908209,16.078773168579,27.0586706275529
"Pa2__Panke.2__3.783",0,0,0
"Pa2__Panke.2__3.712",0,0,0
"Lwk__S203.Lwk__3.7",-6.72733674108074,221.157573544753,32.8744616267305
"SOW__S501.SOW__3.7",-5.85718756519925,169.514813269351,28.9413325734233
"UHW__S504.UHW__3.7",-0.594770520741395,16.0464474845543,26.9792246336487
"Pa2__Panke.2__3.677",0,0,0
"SOW__S501.SOW__3.6",-5.84592113498853,169.531869392865,29.0000267670729
"UHW__S504.UHW__3.6",-0.595211827007944,16.1205869373345,27.083781278962
"SOW__S501.SOW__3.5",-5.81569476319633,169.225198205717,29.0980192558644
"UHW__S504.UHW__3.5",-0.604148278905561,15.9969108561342,26.4784514243974
"Pa2__Panke.2__3.484",0,0,0
"Pa2__Panke.2__3.442",0,0,0
"Pa2__Panke.2__3.413",0,0,0
"SOW__S501.SOW__3.4",-5.81720738577092,169.393047152097,29.119306897402
"UHW__S504.UHW__3.4",-0.598080317740512,15.852493380406,26.5056262682162
"Pa2__Panke.2__3.383",0,0,0
"Pa2__Panke.2__3.342",0,0,0
"Lwk__S203.Lwk__3.34",-7.35468391404131,242.810270185687,33.0143719327111
"Pa2__Panke.2__3.311",0,0,0
"SOW__S501.SOW__3.3",-5.80088149384519,169.275401627373,29.1809790989484
"UHW__S504.UHW__3.3",-0.594660194174758,15.6529126213592,26.3224489795918
"Pa2__Panke.2__3.267",0,0,0
"NSK__S201.Nsk__3.25",0,0,0
"Pa2__Panke.2__3.228",0,0,0
"SOW__S501.SOW__3.2",-5.79433548925516,169.648158773211,29.2782768770985
"UHW__S504.UHW__3.2",-0.604148278905561,15.4969108561342,25.6508400292184
"Pa2__Panke.2__3.17",0,0,0
"Pa2__Panke.2__3.1294",0,0,0
"SOW__S501.SOW__3.1",-5.77923534320885,169.644977049864,29.354225425205
"UHW__S504.UHW__3.1",-0.604148278905561,15.2469108561342,25.2370343316289
"Pa2__Panke.2__3.092",0,0,0
"Pa2__Panke.2__3.056",0,0,0
"WHK__S311.WHK__3.05",-2.82370215990906,61.1429045092838,21.6534538866709
"Pa2__Panke.2__3.01",0,0,0
"Lwk__S203.Lwk__3",-7.73375234717296,262.033277696641,33.8817776848552
"SOW__S501.SOW__3",-5.7637440016691,169.637179219695,29.4317685120246
"UHW__S504.UHW__3",-0.604699911738747,15.2145851721094,25.1605546433133
"Pa2__Panke.2__2.9519",0,0,0
"UHW__S504.UHW__2.95",-0.611319505736982,15.0766769638129,24.6625157913734
"NSK__S201.Nsk__2.9",-0.240053050397878,9.20291777188329,25
"SOW__S501.SOW__2.9",-5.76903818068016,170.099650532026,29.484923691729
"UHW__S504.UHW__2.9",-0.611871138570168,15.0443512797882,24.5874504147133
"Pa2__Panke.2__2.867",0,0,0
"Pa2__Panke.2__2.832",0,0,0
"SOW__S501.SOW__2.8",-5.84396515752139,171.758788858752,29.390796185308
"UHW__S504.UHW__2.8",-0.614298323036187,14.9521182700794,24.340158045977
"WHK__S311.WHK__2.8",-2.78893520272831,68.9628647214854,24.7273097826087
"Pa2__Panke.2__2.795",0,0,0
"Pa2__Panke.2__2.7425",0,0,0
"SOW__S501.SOW__2.7",-5.89881076569998,173.05596703526,29.3374332401938
"UHW__S504.UHW__2.7",-0.585392762577229,14.5959841129744,24.9336600075386
"Pa2__Panke.2__2.695",0,0,0
"Lwk__S203.Lwk__2.65",-8.25776197651787,285.744325673385,34.6031196450007
"Pa2__Panke.2__2.646",0,0,0
"NSK__S201.Nsk__2.6",-2.56896551724138,63.1681034482759,24.5889261744966
"Pa2__Panke.2__2.6",0,0,0
"SOW__S501.SOW__2.6",-5.94781452117671,174.209211349885,29.2896173425764
"UHW__S504.UHW__2.6",-0.588702559576346,14.4020300088261,24.4640179910045
"Pa2__Panke.2__2.532",0,0,0
"SOW__S501.SOW__2.5",-1.89245061147695,56.6428504233302,29.9309530615035
"UHW__S504.UHW__2.5",-0.60536187113857,14.3257943512798,23.664844177146
"Pa2__Panke.2__2.458",0,0,0
"SOW__S501.SOW__2.4",-1.8898400752587,56.9506585136407,30.1351734780228
"UHW__S504.UHW__2.4",-0.591902030008826,14.0645410414828,23.7616029822926
"Pa2__Panke.2__2.391",0,0,0
"Pa2__Panke.2__2.3525",0,0,0
"Pa2__Panke.2__2.305",0,0,0
"SOW__S501.SOW__2.3",-1.91716839134525,57.7734242709313,30.1347677813489
"UHW__S504.UHW__2.3",-0.619042365401589,14.1241173874669,22.8160755658528
"WHK__S311.WHK__2.3",-2.9420272812794,81.7387111947319,27.7831248251329
"Pa2__Panke.2__2.268",0,0,0
"Lwk__S203.Lwk__2.26",-9.11274879136059,317.318233188925,34.821351982155
"NSK__S201.Nsk__2.25",-11.1015257110567,371.662130344698,33.4784731412671
"Pa2__Panke.2__2.209",0,0,0
"SOW__S501.SOW__2.2",-1.92763405456256,58.3479774223895,30.2692190378585
"UHW__S503.UHW__2.2",-0.599514563106796,13.4684466019417,22.4655870445344
"UHW__S504.UHW__2.2",-0.599514563106796,13.4684466019417,22.4655870445344
"Pa2__Panke.2__2.154",0,0,0
"Pa2__Panke.2__2.118",0,0,0
"SOW__S501.SOW__2.1",-1.93675917215428,58.742756349953,30.3304392174958
"UHW__S503.UHW__2.1",-0.599514563106796,13.4684466019417,22.4655870445344
"Pa2__Panke.2__2.038",0,0,0
"SOW__S501.SOW__2",-1.98793508936971,59.8820319849483,30.1227300152614
"UHW__S503.UHW__2",-0.590026478375993,13.3744483671668,22.6675392670157
"Pa2__Panke.2__1.994",0,0,0
"Pa2__Panke.2__1.9384",0,0,0
"SpK__S125.SpK__1.91",-0.132653061224492,35.3265306122449,5.5
"NSK__S201.Nsk__1.9",-16.7987536887047,556.837210397438,33.1475311035633
"SOW__S501.SOW__1.9",-2.01832079021637,60.7069143932267,30.0779314603992
"UHW__S503.UHW__1.9",-0.599955869373345,13.292586054722,22.1559396837072
"SpK__S125.SpK__1.89",-0.0663265306122462,38.2882653061224,5.5
"Pa2__Panke.2__1.874",0,0,0
"Pa2__Panke.2__1.821",0,0,0
"SOW__S501.SOW__1.8",-2.04590780809031,61.3933207902164,30.0078627919809
"SpK__S125.SpK__1.8",-0.0663265306122627,129.288265306122,5.5
"UHW__S503.UHW__1.8",-0.575684024713151,12.7149161518094,22.0866232272901
"Pa2__Panke.2__1.756",0,0,0
"NSK__S201.Nsk__1.7",-19.5197620393043,656.161235637597,33.6152271895719
"SOW__S501.SOW__1.7",-2.04833019755409,61.6392285983067,30.0924278087146
"UHW__S503.UHW__1.7",-0.602052074139452,12.7697484554281,21.210371999267
"Pa2__Panke.2__1.6895",0,0,0
"Lwk__S203.Lwk__1.67",-8.9634999798898,332.912958009894,37.1409559610427
"CVK__S308.CVK__1.65",-10.9302834808815,329.348488415898,30.1317426022821
"Pa2__Panke.2__1.634",0,0,0
"Lwk__S313.LwK__1.6",-8.9634999798898,332.912958009894,37.1409559610427
"SOW__S501.SOW__1.6",-2.0582549388523,61.930714957667,30.0889427197002
"UHW__S503.UHW__1.6",-0.497630331753555,12.0722748815166,15
"Pa2__Panke.2__1.597",0,0,0
"Pa2__Panke.2__1.557",0,0,0
"Lwk__S313.LwK__1.55",-9.23766245997363,326.692032397815,35.3652272762029
"CVK__S308.CVK__1.52",-10.6120110504175,318.126153701262,29.9779327584422
"Pa2__Panke.2__1.502",0,0,0
"SOW__S501.SOW__1.5",-2.06994355597366,58.9061147695203,28.4578362533233
"UHW__S503.UHW__1.5",-0.497630331753555,11.8222748815166,15
"WHK__S311.WHK__1.5",-4.46487064469017,124.985473607344,27.9930783114585
"Pa2__Panke.2__1.4365",0,0,0
"SpK__S125.SpK__1.42",-0.225948808473081,131.709399823477,20
"NSK__S201.Nsk__1.4",-21.234578074967,756.240040497269,35.6136127512128
"SOW__S501.SOW__1.4",-2.08172624647225,59.1046566321731,28.3921369259448
"UHW__S503.UHW__1.4",-0.481042654028436,11.4531990521327,15
"WHK__S311.WHK__1.4",-4.50093886918423,125.936078656374,27.9799575858712
"WHK__S312.WHK__1.4",-4.97728458168162,135.931958063843,27.3104653417099
"Pa2__Panke.2__1.374",0,0,0
"SpK__S125.SpK__1.35",-3.63327449249779,118.640114739629,20
"Pa2__Panke.2__1.3248",0,0,0
"SpK__S125.SpK__1.31",-0.913172992056487,52.0380626654899,20
"CVK__S308.CVK__1.3",-10.6685270185687,292.463618819111,27.4136830989014
"SOW__S501.SOW__1.3",-2.09494355597366,59.4561147695202,28.380771691907
"UHW__S503.UHW__1.3",-0.507109004739337,11.2831753554502,22.25
"WHK__S312.WHK__1.3",-5.18279261422908,142.481952847903,27.491347513448
"Pa2__Panke.2__1.263",0,0,0
"Lwk__S313.LwK__1.25",-8.8963395491932,313.39908645696,35.2278692516162
"Pa2__Panke.2__1.232",0,0,0
"Lwk__S313.LwK__1.2",-8.80139856846864,308.669452815973,35.0705004908871
"Pa2__Panke.2__1.2",0,0,0
"SOW__S501.SOW__1.2",-2.10166980244591,59.6607714016933,28.3873191365554
"UHW__S503.UHW__1.2",-0.505924170616114,10.9443127962085,21.632318501171
"Lwk__S313.LwK__1.17",-8.70243925409682,304.202109625165,34.9559589837937
"Pa2__Panke.2__1.1621",0,0,0
"Lwk__S313.LwK__1.14",-8.75276444815356,301.707620488212,34.4699805730358
"Pa2__Panke.2__1.13",0,0,0
"CVK__S308.CVK__1.1",-8.87132276236178,244.531608595869,27.5642781968591
"SOW__S501.SOW__1.1",-2.0865475070555,59.5406867356538,28.5355049594229
"UHW__S503.UHW__1.1",-0.527251184834124,10.6688388625592,20.2348314606742
"Pa2__Panke.2__1.092",0,0,0
"Pa2__Panke.2__1.048",0,0,0
"SOW__S501.SOW__1",-2.07575258701787,59.685136406397,28.7534924825234
"UHW__S503.UHW__1",-0.54739336492891,10.3045023696682,18.8246753246753
"Pa2__Panke.2__0.988",0,0,0
"Pa2__Panke.2__0.955",0,0,0
"NSK__S201.Nsk__0.95",-21.4410871576238,849.239985118449,39.6080655274276
"SpK__S125.SpK__0.93",-1.0225305738476,44.6925211665099,43.7077602465615
"Pa2__Panke.2__0.92",0,0,0
"Lwk__S313.LwK__0.9",-8.55635823075318,294.340027122888,34.4001523995306
"SOW__S501.SOW__0.9",-2.09741298212606,60.0635936030103,28.6369895270346
"SpK__S125.SpK__0.9",-1.02083725305739,44.6759642521167,43.764041837534
"UHW__S503.UHW__0.9",-0.529620853080569,9.72156398104265,18.3557046979866
"Pa2__Panke.2__0.8964",0,0,0
"Spk__S302.SpK__0.883",-0.677150435771125,17.9575596816976,26.5193060996083
"Pa__Panke.1__0.868",0,0,0
"Spk__S302.SpK__0.863",-0.718927624100038,18.8803050397878,26.2617604427461
"Pa__Panke.1__0.825",0,0,0
"SOW__S501.SOW__0.8",-2.09143932267168,60.1440733772342,28.7572643037064
"UHW__S503.UHW__0.8",-0.552725118483412,9.07938388625593,16.4265809217578
"WHK__S312.WHK__0.8",-5.74467974128938,159.862220947215,27.8278734666824
"Pa__Panke.1__0.787",0,0,0
"Pa__Panke.1__0.748",0,0,0
"NSK__S201.Nsk__0.73",-22.5539154567027,945.950473595303,41.9417406884967
"Spk__S302.SpK__0.721",-0.765157256536567,21.1193633952255,27.6013371301226
"Pa__Panke.1__0.702",0,0,0
"SOW__S501.SOW__0.7",-2.09828316086547,60.1276575729069,28.6556450980172
"Spk__S302.SpK__0.7",-0.752178855627131,21.2984084880637,28.3156171284635
"UHW__S503.UHW__0.7",-0.524881516587678,8.86611374407583,16.8916478555305
"Pa__Panke.1__0.6485",0,0,0
"Spk__S302.SpK__0.622",-0.760136415308829,21.986074270557,28.923853439681
"Lwk__S313.LwK__0.61",-8.3194763196328,285.144820571667,34.274371320556
"Pa__Panke.1__0.609",0,0,0
"Spk__S302.SpK__0.602",-0.754168245547556,22.282824933687,29.5462253485743
"CVK__S308.CVK__0.6",-5.61902774880033,158.229527435844,28.1595917495916
"SOW__S501.SOW__0.6",-2.10578551269991,60.4232361241769,28.6939176662423
"UHW__S503.UHW__0.6",-0.562796208530806,8.70971563981043,15.4757894736842
"Lwk__S313.LwK__0.58",-8.15321823492593,279.182975172126,34.2420584274551
"Spk__S302.SpK__0.578",-0.750852595680182,22.7254641909814,30.2662124653041
"HOW__S530.HOW__0.55",0,0,0
"Lwk__S313.LwK__0.55",-8.11104736073441,278.085358856666,34.2847657631587
"Pa__Panke.1__0.543",0,0,0
"HOW__S530.HOW__0.5",0,0,0
"SOW__S501.SOW__0.5",-2.11573377234243,60.5205079962371,28.6049732661931
"UHW__S503.UHW__0.5",-0.520734597156398,8.18009478672986,15.7087599544938
"NSK__S201.Nsk__0.465",-24.7508848489724,1150.97256465431,46.5022794812159
"Pa__Panke.1__0.404",0,0,0
"Spk__S302.SpK__0.402",-0.697044334975369,25.176724137931,36.11925795053
"HOW__S530.HOW__0.4",0,0,0
"SOW__S501.SOW__0.4",-2.11693320790216,60.6155691439323,28.6336710660801
"SOW__S502.SOW__0.4",-2.11693320790216,60.6155691439323,28.6336710660801
"UHW__S503.UHW__0.4",-0.648305084745763,7.86906779661017,12.137908496732
"WHK__S312.WHK__0.4",-6.00516378051325,169.210932610056,28.1775716357888
"Lwk__S313.LwK__0.35",-7.58658460254538,263.896698310035,34.7846510828463
"Spk__S302.SpK__0.347",-0.690507768093975,25.5314986737401,36.9749622719166
"Pa__Panke.1__0.328",0,0,0
"HOW__S530.HOW__0.3",0,0,0
"SOW__S502.SOW__0.3",-2.22991663508905,59.3418435013262,26.6116869875526
"UHW__S503.UHW__0.3",-0.614406779661017,7.25042372881356,11.8006896551724
"WHK__S312.WHK__0.3",-6.07615272272063,171.898602128103,28.2906980736875
"Spk__S302.SpK__0.282",-0.71845395983327,26.282824933687,36.5824762658228
"Pa__Panke.1__0.254",0,0,0
"HOW__S530.HOW__0.2",0,0,0
"NSK__S201.Nsk__0.2",-26.6114608052126,1311.35516128384,49.2778344970439
"SOW__S502.SOW__0.2",-2.22991663508905,59.3418435013262,26.6116869875526
"UHW__S503.UHW__0.2",-0.857142857142858,6.57142857142857,7.66666666666667
"Pa__Panke.1__0.199",0,0,0
"Lwk__S313.LwK__0.18",-7.42230857500521,258.883241185061,34.8790728071932
"Pa__Panke.1__0.15",0,0,0
"Pa__Panke.1__0.126",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.114",0,0,0
"Pa__Panke.1__0.106",0,0,0
"HOW__S530.HOW__0.1",0,0,0
"Lwk__S313.LwK__0.1",-7.34250469434592,255.816555393282,34.8405028042097
"UHW__S503.UHW__0.1",-0.91326530612245,6.50765306122449,7.12569832402234
"VB__S308.Nordhafen.Vorbecken__0.097",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.081",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.067",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.052",0,0,0
"VB__S308.Nordhafen.Vorbecken__0.035",0,0,0
"Spk__S302.SpK__0.02",-0.785240621447518,28.9025198938992,36.8072143805043
"VB__S308.Nordhafen.Vorbecken__0.015",0,0,0
"CVK__S308.CVK__0",-2.81523988711195,68.749012229539,24.4203034150906
"HOW__S530.HOW__0",0,0,0
"Lwk__S313.LwK__0",-7.34023576048404,255.689781973712,34.8340012932842
"NSK__S201.Nsk__0",-26.850138760407,1353.83973172988,50.422075796727
"Spk__S302.SpK__0",-0.779272451686245,28.8242705570292,36.9886943836616
"UHW__S503.UHW__0",0,0,0
"VB__S308.Nordhafen.Vorbecken__0",0,0,0
"WHK__S312.WHK__0",-6.2673690799082,177.754955142917,28.3619734016878
